Ticket_ID,Customer_ID,Ticket_Date,Month,Month_Number,Gender,Region,Customer_Type,Department,Issue_Type,Channel,Agent_ID,Ticket_Status,Resolution_Time_Days,SLA_Target_Days,SLA_Breached,Escalated,CSAT_Rating,Priority,Resolved_Flag,Pending_Flag,Escalated_Flag,SLA_Breach_Flag
TKT13022,CUST4718,08-10-2025,Oct,10,Male,South,Premium,IT Support,General Query,Email,AG108,In Progress,5.7,3,Yes,No,4,High,0,1,0,1
TKT13023,CUST2184,03-06-2025,Jun,6,Male,East,Existing,Delivery,Delivery Delay,App,AG118,Resolved,5.6,5,Yes,No,4,Medium,1,0,0,1
TKT13024,CUST9190,13-05-2025,May,5,Male,East,Existing,Billing,Billing Query,Chat,AG103,Resolved,3.8,5,No,No,4,High,1,0,0,0
TKT13025,CUST3385,15-08-2025,Aug,8,Male,North,Existing,Delivery,Delivery Delay,Email,AG147,In Progress,8.7,5,Yes,Yes,2,High,0,1,1,1
TKT13026,CUST1072,08-07-2025,Jul,7,Female,North,Premium,IT Support,Delivery Delay,Phone,AG126,In Progress,8.7,5,Yes,No,4,Low,0,1,0,1
TKT13027,CUST1934,22-09-2025,Sep,9,Female,East,Existing,Sales,Technical Issue,Website,AG149,Resolved,6.6,5,Yes,No,3,Low,1,0,0,1
TKT13028,CUST2416,14-05-2025,May,5,Female,North,Existing,IT Support,Product Complaint,Phone,AG115,Resolved,7.6,5,Yes,No,3,Low,1,0,0,1
TKT13029,CUST7086,30-07-2025,Jul,7,Female,North,Existing,Delivery,Refund Request,App,AG149,Resolved,3.4,5,No,No,4,Medium,1,0,0,0
TKT13030,CUST1188,01-03-2025,Mar,3,Male,Central,New,Product,Account Update,Phone,AG104,In Progress,4,3,Yes,No,5,Medium,0,1,0,1
TKT13031,CUST6467,30-12-2025,Dec,12,Female,North,Existing,IT Support,Billing Query,Email,AG136,Resolved,3.6,5,No,No,5,High,1,0,0,0
TKT13032,CUST5921,30-12-2025,Dec,12,Female,Central,Existing,Delivery,Delivery Delay,App,AG116,Resolved,3.1,5,No,No,5,High,1,0,0,0
TKT13033,CUST8050,01-08-2025,Aug,8,Male,North,New,HR,Refund Request,Email,AG150,Resolved,4.2,5,No,No,4,Critical,1,0,0,0
TKT13034,CUST8955,04-08-2025,Aug,8,Male,East,Existing,IT Support,Technical Issue,Email,AG137,In Progress,7.5,5,Yes,No,4,Low,0,1,0,1
TKT13035,CUST3818,14-08-2025,Aug,8,Male,Central,New,IT Support,General Query,Website,AG110,Resolved,3.3,3,Yes,Yes,4,Critical,1,0,1,1
TKT13036,CUST4151,11-05-2025,May,5,Male,West,New,Delivery,Refund Request,Website,AG120,Resolved,6.5,5,Yes,No,3,Medium,1,0,0,1
TKT13037,CUST8612,17-03-2025,Mar,3,Male,West,Existing,Delivery,Account Update,Website,AG141,Resolved,1.3,3,No,No,5,Medium,1,0,0,0
TKT13038,CUST7549,13-10-2025,Oct,10,Male,South,Existing,IT Support,Technical Issue,App,AG118,Escalated,9.9,5,Yes,Yes,4,Low,0,0,1,1
TKT13039,CUST1265,04-10-2025,Oct,10,Male,Central,Existing,Product,Product Complaint,Chat,AG119,Resolved,5.6,5,Yes,Yes,2,Critical,1,0,1,1
TKT13040,CUST3191,05-06-2025,Jun,6,Male,East,Existing,HR,Billing Query,Email,AG126,Escalated,6.6,5,Yes,Yes,2,Low,0,0,1,1
TKT13041,CUST4892,05-09-2025,Sep,9,Male,East,Existing,Product,Account Update,App,AG144,Resolved,3.9,3,Yes,No,5,Medium,1,0,0,1
TKT13042,CUST5050,06-08-2025,Aug,8,Female,West,Existing,Finance,Technical Issue,App,AG118,Pending,,5,Yes,No,4,Low,0,1,0,1
TKT13043,CUST6340,09-07-2025,Jul,7,Male,Central,New,Product,Delivery Delay,Email,AG116,Resolved,7.1,5,Yes,No,3,Medium,1,0,0,1
TKT13044,CUST2177,12-06-2025,Jun,6,Male,South,Existing,Billing,Account Update,Chat,AG109,Resolved,4.4,3,Yes,No,5,Low,1,0,0,1
TKT13045,CUST6015,29-06-2025,Jun,6,Female,South,New,Sales,Product Complaint,Website,AG136,Resolved,4.6,5,No,No,5,Low,1,0,0,0
TKT13046,CUST8047,03-02-2025,Feb,2,Female,West,Existing,Product,Product Complaint,Chat,AG145,Resolved,5.2,5,Yes,No,4,Medium,1,0,0,1
TKT13047,CUST2402,10-02-2025,Feb,2,Male,North,New,Product,Technical Issue,Chat,AG121,Resolved,6.6,5,Yes,Yes,3,Low,1,0,1,1
TKT13048,CUST8526,03-11-2025,Nov,11,Female,East,Existing,IT Support,Technical Issue,Phone,AG145,Resolved,6.7,5,Yes,No,3,Medium,1,0,0,1
TKT13049,CUST9876,04-12-2025,Dec,12,Male,South,New,Finance,Refund Request,Chat,AG131,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT13050,CUST4066,10-11-2025,Nov,11,Female,North,Premium,Delivery,Billing Query,Phone,AG137,Resolved,4.7,5,No,No,3,Medium,1,0,0,0
TKT13051,CUST4261,16-03-2025,Mar,3,Female,West,New,Billing,Technical Issue,Phone,AG134,In Progress,6.6,5,Yes,Yes,2,Medium,0,1,1,1
TKT13052,CUST3689,06-10-2025,Oct,10,Female,East,Existing,Product,Account Update,Email,AG102,In Progress,3.3,3,Yes,Yes,3,High,0,1,1,1
TKT13053,CUST6822,25-06-2025,Jun,6,Female,Central,Premium,Finance,Billing Query,Email,AG150,Resolved,3.1,5,No,No,4,Critical,1,0,0,0
TKT13054,CUST9091,30-05-2025,May,5,Male,Central,Existing,HR,Product Complaint,Email,AG117,Pending,,5,Yes,Yes,2,Low,0,1,1,1
TKT13055,CUST9478,30-09-2025,Sep,9,Male,North,Existing,Finance,Technical Issue,Website,AG128,Resolved,8.8,5,Yes,No,4,Medium,1,0,0,1
TKT13056,CUST9408,21-11-2025,Nov,11,Female,West,Existing,IT Support,Delivery Delay,Email,AG143,Resolved,7.4,5,Yes,No,4,Low,1,0,0,1
TKT13057,CUST1605,18-04-2025,Apr,4,Male,Central,New,Finance,Account Update,App,AG126,In Progress,4.5,3,Yes,No,5,Medium,0,1,0,1
TKT13058,CUST1709,19-05-2025,May,5,Female,South,Premium,Billing,Delivery Delay,Email,AG122,Escalated,9.6,5,Yes,Yes,3,Medium,0,0,1,1
TKT13059,CUST2481,16-12-2025,Dec,12,Male,West,Premium,Sales,Billing Query,Phone,AG142,In Progress,3.5,5,No,No,4,Low,0,1,0,0
TKT13060,CUST2531,28-09-2025,Sep,9,Female,North,Existing,Finance,Technical Issue,Chat,AG117,Resolved,9.9,5,Yes,No,3,High,1,0,0,1
TKT13061,CUST5468,13-12-2025,Dec,12,Male,South,Existing,Product,Billing Query,Chat,AG129,Pending,,5,Yes,Yes,3,Medium,0,1,1,1
TKT13062,CUST8941,16-10-2025,Oct,10,Female,Central,New,Finance,Technical Issue,Chat,AG119,In Progress,5.2,5,Yes,No,4,Medium,0,1,0,1
TKT13063,CUST1944,31-07-2025,Jul,7,Female,East,Premium,Delivery,Delivery Delay,App,AG124,Escalated,11,5,Yes,Yes,2,Critical,0,0,1,1
TKT13064,CUST8344,29-09-2025,Sep,9,Female,West,New,Delivery,Delivery Delay,Website,AG141,Resolved,3.7,5,No,No,4,High,1,0,0,0
TKT13065,CUST9019,07-03-2025,Mar,3,Female,East,Existing,Finance,Delivery Delay,Email,AG108,Resolved,3.6,5,No,No,3,Medium,1,0,0,0
TKT13066,CUST5093,05-09-2025,Sep,9,Female,East,Premium,Billing,Billing Query,Chat,AG128,In Progress,4.3,5,No,No,5,Low,0,1,0,0
TKT13067,CUST2279,05-06-2025,Jun,6,Male,Central,Existing,Product,Technical Issue,Chat,AG143,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT13068,CUST5140,16-02-2025,Feb,2,Female,West,Existing,Delivery,Delivery Delay,Chat,AG113,Escalated,9.5,5,Yes,Yes,2,Medium,0,0,1,1
TKT13069,CUST1608,20-07-2025,Jul,7,Male,Central,Existing,IT Support,Delivery Delay,Phone,AG108,Escalated,10.8,5,Yes,Yes,2,Low,0,0,1,1
TKT13070,CUST9125,28-05-2025,May,5,Female,East,Premium,Product,Refund Request,App,AG103,In Progress,8.7,5,Yes,No,3,Medium,0,1,0,1
TKT13071,CUST7081,04-05-2025,May,5,Male,North,Existing,Billing,Technical Issue,App,AG117,Resolved,6.4,5,Yes,No,3,Low,1,0,0,1
TKT13072,CUST5214,01-01-2025,Jan,1,Female,South,Existing,Billing,Billing Query,Chat,AG115,Pending,,5,Yes,No,3,Low,0,1,0,1
TKT13073,CUST8977,04-09-2025,Sep,9,Female,North,Premium,Billing,Delivery Delay,Chat,AG141,Resolved,5.8,5,Yes,No,4,Critical,1,0,0,1
TKT13074,CUST9169,09-12-2025,Dec,12,Female,Central,Existing,HR,Billing Query,Email,AG114,Resolved,3.7,5,No,No,4,Medium,1,0,0,0
TKT13075,CUST8002,08-05-2025,May,5,Male,Central,Existing,Delivery,Delivery Delay,Email,AG143,Resolved,5,5,Yes,Yes,3,Critical,1,0,1,1
TKT13076,CUST6978,10-07-2025,Jul,7,Female,East,Premium,Product,Product Complaint,Email,AG149,Resolved,4.3,5,No,No,4,Medium,1,0,0,0
TKT13077,CUST6713,08-03-2025,Mar,3,Female,East,Premium,Product,Billing Query,Website,AG139,Resolved,4.8,5,No,No,4,Medium,1,0,0,0
TKT13078,CUST2315,04-01-2025,Jan,1,Female,West,Premium,Delivery,Account Update,Phone,AG112,Resolved,3.7,3,Yes,No,5,Low,1,0,0,1
TKT13079,CUST3276,30-10-2025,Oct,10,Male,Central,Premium,Billing,Refund Request,Email,AG139,Resolved,6.1,5,Yes,No,5,High,1,0,0,1
TKT13080,CUST6712,21-10-2025,Oct,10,Female,West,Existing,Finance,Account Update,Email,AG109,Escalated,4.7,3,Yes,Yes,3,Low,0,0,1,1
TKT13081,CUST6633,23-05-2025,May,5,Male,North,New,IT Support,Technical Issue,Website,AG117,Resolved,6.7,5,Yes,No,4,Medium,1,0,0,1
TKT13082,CUST3482,10-07-2025,Jul,7,Male,South,New,Sales,Product Complaint,Email,AG110,Resolved,3.5,5,No,No,5,Low,1,0,0,0
TKT13083,CUST5398,21-01-2025,Jan,1,Male,West,New,IT Support,Delivery Delay,Email,AG143,Resolved,5.6,5,Yes,Yes,3,Low,1,0,1,1
TKT13084,CUST9970,15-08-2025,Aug,8,Female,North,Existing,Finance,Billing Query,Chat,AG140,In Progress,2.6,5,No,No,4,High,0,1,0,0
TKT13085,CUST8882,09-11-2025,Nov,11,Male,South,New,Billing,Technical Issue,Email,AG120,Resolved,6.1,5,Yes,Yes,2,Medium,1,0,1,1
TKT13086,CUST4442,27-04-2025,Apr,4,Female,West,Premium,Billing,Product Complaint,Website,AG136,In Progress,9,5,Yes,No,4,Medium,0,1,0,1
TKT13087,CUST7190,29-10-2025,Oct,10,Female,East,New,Product,Technical Issue,App,AG150,Resolved,7,5,Yes,Yes,3,Low,1,0,1,1
TKT13088,CUST4112,22-05-2025,May,5,Female,Central,New,IT Support,Delivery Delay,Chat,AG141,In Progress,5.7,5,Yes,No,5,Medium,0,1,0,1
TKT13089,CUST8226,08-02-2025,Feb,2,Female,East,Existing,IT Support,Technical Issue,Phone,AG116,Resolved,6.2,5,Yes,Yes,3,Medium,1,0,1,1
TKT13090,CUST4927,21-12-2025,Dec,12,Female,South,New,Billing,Refund Request,Chat,AG113,Resolved,5.6,5,Yes,Yes,4,High,1,0,1,1
TKT13091,CUST2725,09-09-2025,Sep,9,Female,Central,Existing,Sales,Technical Issue,App,AG135,Resolved,1.3,5,No,No,3,Low,1,0,0,0
TKT13092,CUST2204,29-11-2025,Nov,11,Male,North,Existing,Billing,Technical Issue,Chat,AG119,Resolved,5.3,5,Yes,Yes,3,Low,1,0,1,1
TKT13093,CUST9899,26-07-2025,Jul,7,Male,West,Existing,Sales,Billing Query,Phone,AG124,Resolved,4.2,5,No,No,4,Low,1,0,0,0
TKT13094,CUST7022,29-07-2025,Jul,7,Male,South,Existing,Finance,Delivery Delay,Email,AG137,Resolved,5.1,5,Yes,Yes,3,Low,1,0,1,1
TKT13095,CUST8830,25-04-2025,Apr,4,Female,Central,Existing,IT Support,Delivery Delay,Email,AG115,Resolved,6.9,5,Yes,No,4,Low,1,0,0,1
TKT13096,CUST1710,13-08-2025,Aug,8,Male,North,Premium,Product,Billing Query,Phone,AG106,Resolved,5,5,Yes,No,4,Critical,1,0,0,1
TKT13097,CUST1177,14-05-2025,May,5,Male,North,New,Finance,Refund Request,Website,AG115,Resolved,1.6,5,No,No,4,Medium,1,0,0,0
TKT13098,CUST7237,08-09-2025,Sep,9,Female,Central,Premium,Delivery,Delivery Delay,Chat,AG149,Resolved,6.9,5,Yes,Yes,3,High,1,0,1,1
TKT13099,CUST7223,07-08-2025,Aug,8,Female,Central,Existing,Finance,General Query,Email,AG123,Resolved,1.9,3,No,No,4,Medium,1,0,0,0
TKT13100,CUST3408,01-04-2025,Apr,4,Female,North,Existing,Delivery,Technical Issue,Email,AG127,Pending,,5,Yes,No,4,Medium,0,1,0,1
TKT13101,CUST3847,20-12-2025,Dec,12,Female,West,Existing,IT Support,Refund Request,Email,AG144,Resolved,5.6,5,Yes,No,5,High,1,0,0,1
TKT13102,CUST7007,15-02-2025,Feb,2,Male,West,Existing,IT Support,Billing Query,Website,AG116,Resolved,1.8,5,No,No,5,Medium,1,0,0,0
TKT13103,CUST3508,07-02-2025,Feb,2,Female,East,New,Finance,Account Update,Chat,AG147,Resolved,4,3,Yes,Yes,3,Medium,1,0,1,1
TKT13104,CUST5164,22-05-2025,May,5,Female,East,Existing,Product,Account Update,Email,AG107,Pending,,3,Yes,No,3,Medium,0,1,0,1
TKT13105,CUST4286,10-04-2025,Apr,4,Male,Central,Existing,Billing,Billing Query,Website,AG110,In Progress,3.7,5,No,No,5,High,0,1,0,0
TKT13106,CUST4488,24-11-2025,Nov,11,Male,North,Premium,IT Support,Product Complaint,Chat,AG111,In Progress,6.7,5,Yes,No,4,Low,0,1,0,1
TKT13107,CUST1064,09-07-2025,Jul,7,Male,North,Premium,Product,Technical Issue,Phone,AG115,Resolved,6.1,5,Yes,No,4,Medium,1,0,0,1
TKT13108,CUST4663,04-02-2025,Feb,2,Female,Central,Existing,IT Support,Technical Issue,Phone,AG110,Pending,,5,Yes,No,4,Critical,0,1,0,1
TKT13109,CUST9703,27-05-2025,May,5,Female,Central,New,IT Support,Billing Query,Chat,AG120,Escalated,8.2,5,Yes,Yes,4,Medium,0,0,1,1
TKT13110,CUST8439,30-01-2025,Jan,1,Male,Central,Premium,HR,General Query,Chat,AG108,Resolved,3.2,3,Yes,No,4,Critical,1,0,0,1
TKT13111,CUST7483,30-11-2025,Nov,11,Male,Central,Premium,IT Support,Account Update,App,AG124,Resolved,2.7,3,No,No,4,Medium,1,0,0,0
TKT13112,CUST6210,25-03-2025,Mar,3,Female,North,New,Delivery,Technical Issue,Chat,AG112,Pending,,5,Yes,Yes,2,High,0,1,1,1
TKT13113,CUST8058,08-10-2025,Oct,10,Female,South,New,Billing,Technical Issue,Email,AG146,Resolved,6.6,5,Yes,No,4,High,1,0,0,1
TKT13114,CUST3662,10-12-2025,Dec,12,Male,North,Existing,Delivery,Billing Query,Phone,AG108,Escalated,6.8,5,Yes,Yes,2,Low,0,0,1,1
TKT13115,CUST4396,27-09-2025,Sep,9,Female,South,New,IT Support,Account Update,Chat,AG123,Resolved,4.2,3,Yes,No,3,High,1,0,0,1
TKT13116,CUST1295,03-06-2025,Jun,6,Male,Central,New,IT Support,Delivery Delay,Phone,AG101,Resolved,6.6,5,Yes,No,3,Medium,1,0,0,1
TKT13117,CUST9701,12-04-2025,Apr,4,Female,South,New,Delivery,Account Update,Phone,AG103,Resolved,2.2,3,No,No,4,Medium,1,0,0,0
TKT13118,CUST2156,03-08-2025,Aug,8,Male,South,Existing,Product,Delivery Delay,Email,AG128,Resolved,4.8,5,No,No,4,Low,1,0,0,0
TKT13119,CUST8072,30-05-2025,May,5,Female,Central,Existing,Billing,Account Update,Phone,AG132,Resolved,2.9,3,No,No,4,Low,1,0,0,0
TKT13120,CUST2245,24-03-2025,Mar,3,Female,West,Existing,IT Support,Technical Issue,Email,AG128,Escalated,9.1,5,Yes,Yes,3,Medium,0,0,1,1
TKT13121,CUST6290,20-04-2025,Apr,4,Male,South,Existing,IT Support,Technical Issue,Chat,AG132,Resolved,7.6,5,Yes,Yes,3,High,1,0,1,1
TKT13122,CUST2597,02-10-2025,Oct,10,Female,South,New,Delivery,Product Complaint,Phone,AG146,Resolved,5.1,5,Yes,No,4,Medium,1,0,0,1
TKT13123,CUST5918,20-07-2025,Jul,7,Male,West,Existing,IT Support,Technical Issue,App,AG111,Resolved,3.3,5,No,No,4,High,1,0,0,0
TKT13124,CUST1814,11-10-2025,Oct,10,Male,East,New,Delivery,Refund Request,Website,AG121,Resolved,4.7,5,No,No,5,Low,1,0,0,0
TKT13125,CUST7320,22-06-2025,Jun,6,Male,North,Existing,IT Support,Account Update,Website,AG132,Resolved,1.7,3,No,No,3,High,1,0,0,0
TKT13126,CUST8764,23-11-2025,Nov,11,Male,West,Existing,Billing,Technical Issue,App,AG114,Pending,,5,Yes,Yes,3,Medium,0,1,1,1
TKT13127,CUST1598,25-07-2025,Jul,7,Female,West,Existing,IT Support,General Query,Chat,AG122,Pending,,3,Yes,No,3,Medium,0,1,0,1
TKT13128,CUST6580,04-03-2025,Mar,3,Female,Central,New,IT Support,Product Complaint,Chat,AG111,Resolved,4.1,5,No,No,3,Medium,1,0,0,0
TKT13129,CUST7616,14-03-2025,Mar,3,Male,Central,Premium,Finance,Technical Issue,Website,AG102,Resolved,3.5,5,No,No,5,High,1,0,0,0
TKT13130,CUST3135,08-09-2025,Sep,9,Male,West,Existing,Sales,Refund Request,Chat,AG108,Escalated,8.6,5,Yes,Yes,2,Medium,0,0,1,1
TKT13131,CUST9924,04-05-2025,May,5,Male,North,Premium,Billing,Technical Issue,Chat,AG107,Resolved,3.8,5,No,No,3,Medium,1,0,0,0
TKT13132,CUST3532,01-05-2025,May,5,Female,West,Existing,HR,Delivery Delay,App,AG122,Pending,,5,Yes,No,4,Low,0,1,0,1
TKT13133,CUST4904,02-10-2025,Oct,10,Female,South,New,Finance,Product Complaint,Email,AG114,Pending,,5,Yes,Yes,2,High,0,1,1,1
TKT13134,CUST1250,30-04-2025,Apr,4,Male,Central,Existing,Billing,General Query,Chat,AG109,Resolved,3.4,3,Yes,No,4,Medium,1,0,0,1
TKT13135,CUST5972,13-11-2025,Nov,11,Female,South,Premium,IT Support,Billing Query,Email,AG106,Resolved,1.8,5,No,No,4,Low,1,0,0,0
TKT13136,CUST8023,13-06-2025,Jun,6,Female,East,Existing,Product,Delivery Delay,Chat,AG122,Resolved,5,5,Yes,Yes,3,High,1,0,1,1
TKT13137,CUST6502,13-10-2025,Oct,10,Female,South,New,Sales,Refund Request,Website,AG116,Pending,,5,Yes,No,4,Low,0,1,0,1
TKT13138,CUST8433,22-09-2025,Sep,9,Male,West,New,Billing,Product Complaint,Email,AG135,Resolved,7.9,5,Yes,Yes,3,Medium,1,0,1,1
TKT13139,CUST8138,16-11-2025,Nov,11,Male,Central,New,IT Support,Technical Issue,App,AG137,Resolved,6.5,5,Yes,No,4,Medium,1,0,0,1
TKT13140,CUST8742,10-06-2025,Jun,6,Female,Central,Existing,IT Support,Delivery Delay,Chat,AG116,Resolved,6.7,5,Yes,Yes,2,Low,1,0,1,1
TKT13141,CUST8668,04-11-2025,Nov,11,Male,North,Existing,IT Support,Billing Query,Website,AG142,Resolved,4,5,No,No,3,Medium,1,0,0,0
TKT13142,CUST9968,30-03-2025,Mar,3,Male,West,New,Sales,Technical Issue,App,AG101,Resolved,6.3,5,Yes,No,4,High,1,0,0,1
TKT13143,CUST3114,22-05-2025,May,5,Female,West,Existing,Product,General Query,Website,AG137,Resolved,0.5,3,No,No,5,Low,1,0,0,0
TKT13144,CUST5663,22-07-2025,Jul,7,Male,Central,Existing,Billing,Product Complaint,Chat,AG121,In Progress,4.6,5,No,No,5,Low,0,1,0,0
TKT13145,CUST1750,05-11-2025,Nov,11,Female,South,New,Billing,General Query,Chat,AG129,Resolved,3.7,3,Yes,No,4,Low,1,0,0,1
TKT13146,CUST4887,15-08-2025,Aug,8,Female,East,Existing,Billing,Billing Query,Website,AG116,Resolved,5.9,5,Yes,No,4,Medium,1,0,0,1
TKT13147,CUST7713,30-11-2025,Nov,11,Male,East,New,Finance,Delivery Delay,Email,AG108,Escalated,5.6,5,Yes,Yes,4,Medium,0,0,1,1
TKT13148,CUST8800,10-08-2025,Aug,8,Female,Central,New,Product,General Query,App,AG113,Resolved,2.1,3,No,No,5,High,1,0,0,0
TKT13149,CUST4243,10-02-2025,Feb,2,Male,South,New,Product,Technical Issue,Email,AG141,Pending,,5,Yes,Yes,3,High,0,1,1,1
TKT13150,CUST7103,15-07-2025,Jul,7,Male,Central,Premium,Delivery,Refund Request,App,AG124,Resolved,4.1,5,No,No,4,Medium,1,0,0,0
TKT13151,CUST6842,09-03-2025,Mar,3,Male,North,Existing,IT Support,Account Update,Email,AG139,Resolved,1.9,3,No,No,3,Medium,1,0,0,0
TKT13152,CUST5659,21-09-2025,Sep,9,Male,East,Existing,Product,Product Complaint,Chat,AG144,Pending,,5,Yes,Yes,2,Medium,0,1,1,1
TKT13153,CUST7142,02-01-2025,Jan,1,Female,North,New,Finance,Technical Issue,Phone,AG115,Resolved,5.9,5,Yes,Yes,4,Medium,1,0,1,1
TKT13154,CUST4540,27-12-2025,Dec,12,Male,East,Existing,Delivery,Product Complaint,App,AG102,Resolved,7.2,5,Yes,No,3,High,1,0,0,1
TKT13155,CUST6023,05-05-2025,May,5,Male,Central,New,Product,Refund Request,App,AG117,In Progress,4.4,5,No,No,5,Medium,0,1,0,0
TKT13156,CUST9098,20-04-2025,Apr,4,Male,East,Premium,Billing,Product Complaint,Website,AG140,Resolved,6.8,5,Yes,No,4,Medium,1,0,0,1
TKT13157,CUST3270,27-03-2025,Mar,3,Female,South,Existing,Finance,Billing Query,Chat,AG123,Resolved,1.9,5,No,No,4,Medium,1,0,0,0
TKT13158,CUST5796,30-04-2025,Apr,4,Male,East,Existing,IT Support,Refund Request,App,AG120,In Progress,3,5,No,No,4,Low,0,1,0,0
TKT13159,CUST2107,07-05-2025,May,5,Male,East,Existing,Finance,Technical Issue,Phone,AG118,Pending,,5,Yes,No,4,Low,0,1,0,1
TKT13160,CUST6292,12-09-2025,Sep,9,Male,Central,New,IT Support,Product Complaint,Chat,AG146,Resolved,6.7,5,Yes,Yes,3,High,1,0,1,1
TKT13161,CUST5503,02-07-2025,Jul,7,Male,South,Existing,IT Support,Product Complaint,Email,AG146,Escalated,7.3,5,Yes,Yes,3,Low,0,0,1,1
TKT13162,CUST4798,16-01-2025,Jan,1,Male,Central,New,Delivery,Technical Issue,Phone,AG104,Escalated,10.3,5,Yes,Yes,3,Critical,0,0,1,1
TKT13163,CUST8237,03-03-2025,Mar,3,Female,Central,New,Sales,Technical Issue,Email,AG127,Escalated,8.4,5,Yes,Yes,3,Low,0,0,1,1
TKT13164,CUST8632,07-06-2025,Jun,6,Male,West,Existing,Delivery,Technical Issue,App,AG125,Resolved,2.7,5,No,No,5,Low,1,0,0,0
TKT13165,CUST6150,25-09-2025,Sep,9,Female,North,New,HR,Technical Issue,Email,AG138,Resolved,4,5,No,No,5,High,1,0,0,0
TKT13166,CUST4576,04-02-2025,Feb,2,Male,South,Premium,Product,Delivery Delay,Phone,AG149,Resolved,5.6,5,Yes,Yes,4,Low,1,0,1,1
TKT13167,CUST9759,24-09-2025,Sep,9,Female,Central,Existing,IT Support,Billing Query,Chat,AG101,Resolved,3.7,5,No,No,5,Low,1,0,0,0
TKT13168,CUST8356,05-03-2025,Mar,3,Female,South,Existing,Sales,Refund Request,Email,AG128,In Progress,2.6,5,No,No,5,Medium,0,1,0,0
TKT13169,CUST1586,19-02-2025,Feb,2,Female,Central,Premium,Billing,Product Complaint,Email,AG113,Resolved,5,5,No,No,4,Medium,1,0,0,0
TKT13170,CUST3637,12-09-2025,Sep,9,Female,South,Existing,Billing,Billing Query,Chat,AG131,Resolved,5,5,Yes,No,5,High,1,0,0,1
TKT13171,CUST8026,29-05-2025,May,5,Male,South,Existing,IT Support,Technical Issue,Chat,AG103,Escalated,11,5,Yes,Yes,2,High,0,0,1,1
TKT13172,CUST6760,21-11-2025,Nov,11,Male,West,Premium,IT Support,Product Complaint,Website,AG117,Escalated,7.1,5,Yes,Yes,2,Low,0,0,1,1
TKT13173,CUST8097,31-10-2025,Oct,10,Female,East,Premium,Product,Product Complaint,Chat,AG107,Resolved,6.5,5,Yes,No,3,High,1,0,0,1
TKT13174,CUST9894,03-10-2025,Oct,10,Male,West,Premium,Sales,Delivery Delay,App,AG135,Resolved,4.8,5,No,No,5,Critical,1,0,0,0
TKT13175,CUST4755,23-12-2025,Dec,12,Female,East,Existing,Finance,Billing Query,Phone,AG128,Pending,,5,Yes,No,2,Medium,0,1,0,1
TKT13176,CUST8177,21-06-2025,Jun,6,Female,East,Existing,Delivery,Technical Issue,App,AG111,Resolved,8.3,5,Yes,Yes,2,Medium,1,0,1,1
TKT13177,CUST9521,20-07-2025,Jul,7,Male,West,New,Product,Billing Query,Phone,AG142,Pending,,5,Yes,No,4,Medium,0,1,0,1
TKT13178,CUST5713,20-11-2025,Nov,11,Female,West,Existing,Billing,Technical Issue,Email,AG138,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT13179,CUST8639,04-02-2025,Feb,2,Male,West,Existing,Finance,Account Update,Phone,AG101,Pending,,3,Yes,No,4,Medium,0,1,0,1
TKT13180,CUST2342,04-08-2025,Aug,8,Female,South,Existing,Product,Technical Issue,Website,AG148,Resolved,4.3,5,No,No,5,High,1,0,0,0
TKT13181,CUST2336,06-03-2025,Mar,3,Female,West,New,Billing,Technical Issue,App,AG145,Resolved,4.7,5,No,No,4,High,1,0,0,0
TKT13182,CUST6316,08-01-2025,Jan,1,Female,South,Existing,Delivery,Delivery Delay,Chat,AG129,Resolved,6.2,5,Yes,No,3,Low,1,0,0,1
TKT13183,CUST4391,28-10-2025,Oct,10,Female,North,Existing,IT Support,Technical Issue,Chat,AG136,Resolved,6.8,5,Yes,No,3,Medium,1,0,0,1
TKT13184,CUST6249,09-12-2025,Dec,12,Male,South,Premium,Billing,Delivery Delay,Email,AG124,In Progress,2.8,5,No,No,3,Medium,0,1,0,0
TKT13185,CUST3410,28-11-2025,Nov,11,Female,West,New,IT Support,Technical Issue,Email,AG119,In Progress,6.4,5,Yes,No,4,Critical,0,1,0,1
TKT13186,CUST4926,17-03-2025,Mar,3,Male,Central,New,Delivery,Delivery Delay,Website,AG139,Resolved,5.9,5,Yes,Yes,3,Low,1,0,1,1
TKT13187,CUST5966,23-06-2025,Jun,6,Female,West,Existing,Delivery,General Query,Email,AG129,Resolved,2.2,3,No,No,4,Low,1,0,0,0
TKT13188,CUST3964,16-02-2025,Feb,2,Female,Central,Existing,Finance,Billing Query,Email,AG141,Resolved,2.9,5,No,No,4,Medium,1,0,0,0
TKT13189,CUST7112,15-01-2025,Jan,1,Male,East,Existing,Delivery,Delivery Delay,Email,AG142,Resolved,7.1,5,Yes,Yes,3,Low,1,0,1,1
TKT13190,CUST7822,27-12-2025,Dec,12,Male,East,Existing,Finance,Technical Issue,Chat,AG143,Pending,,5,Yes,Yes,3,High,0,1,1,1
TKT13191,CUST2804,27-05-2025,May,5,Male,North,Existing,Delivery,Account Update,Phone,AG106,In Progress,3,3,Yes,Yes,4,Low,0,1,1,1
